age,churn,contract,country,customer_id,dependents,deviceprotection,discount_offered,gender,internetservice,last_activity,monthlycharges,multiplelines,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,product_category,purchase_amount,region,satisfaction_score,seniorcitizen,streamingmovies,streamingtv,support_tickets_raised,techsupport,tenure,totalcharges,transaction_date,transaction_id,user_name,industry
34,1.0,,Australia,ECOM_93,,,,Female,,,26.77,,,,,,Credit Card,,Home & Kitchen,767.08,,,,,,,,16,,2025-01-16,7789,Isabella Thompson,Ecommerce
62,1.0,,Germany,ECOM_48,,,,Female,,,68.85,,,,,,Debit Card,,Toys,500.56,,,,,,,,32,,2024-02-26,9952,Isabella Harris,Ecommerce
65,1.0,,Mexico,ECOM_29,,,,Male,,,34.9,,,,,,Debit Card,,Books,645.38,,,,,,,,5,,2024-01-18,36034,Oliver Allen,Ecommerce
50,0.0,,Australia,ECOM_76,,,,Female,,,61.26,,,,,,PayPal,,Electronics,512.92,,,,,,,,31,,2025-02-14,43948,Ava Walker,Ecommerce
68,1.0,,France,ECOM_99,,,,Male,,,105.42,,,,,,PayPal,,Toys,659.45,,,,,,,,17,,2024-03-22,18184,Oliver Rodriguez,Ecommerce
27,1.0,,Australia,ECOM_19,,,,Male,,,79.24,,,,,,Cash on Delivery,,Books,342.6,,,,,,,,15,,2024-09-09,12395,James Thompson,Ecommerce
23,1.0,,Australia,ECOM_66,,,,Female,,,68.99,,,,,,Cash on Delivery,,Books,781.01,,,,,,,,47,,2024-02-25,16158,Emma Hall,Ecommerce
59,1.0,,Brazil,ECOM_13,,,,Female,,,35.65,,,,,,Debit Card,,Grocery,742.33,,,,,,,,61,,2023-04-29,46970,Sophia Harris,Ecommerce
35,1.0,,France,ECOM_82,,,,Male,,,50.99,,,,,,Credit Card,,Grocery,939.99,,,,,,,,43,,2024-05-27,41830,Oliver Walker,Ecommerce
25,0.0,,UK,ECOM_48,,,,Female,,,70.34,,,,,,Debit Card,,Sports,647.12,,,,,,,,51,,2025-02-04,24782,Isabella Harris,Ecommerce
65,0.0,,Brazil,ECOM_57,,,,Female,,,89.14,,,,,,PayPal,,Toys,544.11,,,,,,,,12,,2023-05-03,44336,Isabella Hall,Ecommerce
25,1.0,,Brazil,ECOM_71,,,,Male,,,111.52,,,,,,Cash on Delivery,,Home & Kitchen,9.92,,,,,,,,2,,2023-08-07,46945,Elijah Rodriguez,Ecommerce
44,0.0,,France,ECOM_17,,,,Female,,,113.65,,,,,,Debit Card,,Toys,579.65,,,,,,,,34,,2023-04-03,16568,Olivia Harris,Ecommerce
70,0.0,,Mexico,ECOM_94,,,,Female,,,114.24,,,,,,PayPal,,Grocery,479.58,,,,,,,,69,,2023-11-03,16630,Olivia White,Ecommerce
45,0.0,,Canada,ECOM_17,,,,Female,,,86.04,,,,,,PayPal,,Home & Kitchen,588.7,,,,,,,,37,,2024-01-23,28961,Olivia Harris,Ecommerce
37,1.0,,USA,ECOM_45,,,,Female,,,95.54,,,,,,PayPal,,Toys,941.8,,,,,,,,33,,2025-02-18,4973,Ava Clark,Ecommerce
26,1.0,,UK,ECOM_17,,,,Female,,,87.74,,,,,,Net Banking,,Grocery,657.5,,,,,,,,1,,2023-04-27,3865,Olivia Harris,Ecommerce
38,1.0,,Mexico,ECOM_97,,,,Male,,,100.57,,,,,,Credit Card,,Beauty,376.37,,,,,,,,4,,2024-09-23,40751,Liam Walker,Ecommerce
68,1.0,,Brazil,ECOM_79,,,,Male,,,56.04,,,,,,Debit Card,,Home & Kitchen,372.63,,,,,,,,3,,2023-07-06,48711,Elijah Allen,Ecommerce
66,0.0,,Germany,ECOM_32,,,,Male,,,59.02,,,,,,UPI,,Books,280.93,,,,,,,,15,,2023-11-03,30852,Noah Thompson,Ecommerce
39,1.0,,Brazil,ECOM_82,,,,Male,,,49.9,,,,,,PayPal,,Grocery,549.33,,,,,,,,51,,2023-10-03,38616,Oliver Walker,Ecommerce
70,1.0,,Germany,ECOM_46,,,,Female,,,24.06,,,,,,UPI,,Sports,452.53,,,,,,,,14,,2024-01-07,21448,Isabella Anderson,Ecommerce
52,0.0,,France,ECOM_95,,,,Female,,,78.09,,,,,,Debit Card,,Toys,45.19,,,,,,,,58,,2024-12-14,11572,Ava White,Ecommerce
56,0.0,,UK,ECOM_26,,,,Male,,,83.42,,,,,,PayPal,,Toys,587.02,,,,,,,,16,,2024-09-08,45631,Noah Harris,Ecommerce
55,1.0,,India,ECOM_66,,,,Female,,,82.52,,,,,,Net Banking,,Sports,864.66,,,,,,,,59,,2025-02-09,24288,Emma Hall,Ecommerce
49,1.0,,India,ECOM_25,,,,Female,,,77.62,,,,,,Debit Card,,Clothing,892.28,,,,,,,,35,,2023-04-03,43036,Sophia Lewis,Ecommerce
61,0.0,,France,ECOM_81,,,,Male,,,67.0,,,,,,PayPal,,Home & Kitchen,485.73,,,,,,,,19,,2024-07-19,38088,Noah Rodriguez,Ecommerce
48,0.0,,Canada,ECOM_52,,,,Female,,,26.38,,,,,,PayPal,,Beauty,638.93,,,,,,,,31,,2025-01-31,8652,Sophia Thompson,Ecommerce
34,1.0,,Canada,ECOM_71,,,,Male,,,116.5,,,,,,PayPal,,Electronics,78.87,,,,,,,,19,,2025-02-09,34935,Elijah Rodriguez,Ecommerce
23,1.0,,UK,ECOM_20,,,,Female,,,87.05,,,,,,Net Banking,,Home & Kitchen,908.46,,,,,,,,11,,2023-08-08,32691,Emma Clark,Ecommerce
61,0.0,,France,ECOM_96,,,,Male,,,114.43,,,,,,Credit Card,,Grocery,75.42,,,,,,,,32,,2024-04-16,13030,James Rodriguez,Ecommerce
19,0.0,,Brazil,ECOM_15,,,,Female,,,39.83,,,,,,UPI,,Electronics,525.97,,,,,,,,32,,2025-02-02,45325,Ava Thompson,Ecommerce
30,1.0,,USA,ECOM_26,,,,Male,,,57.91,,,,,,PayPal,,Grocery,634.56,,,,,,,,33,,2024-10-10,6056,Noah Harris,Ecommerce
53,1.0,,Australia,ECOM_58,,,,Male,,,62.24,,,,,,Net Banking,,Grocery,869.02,,,,,,,,53,,2023-07-31,15690,Oliver Anderson,Ecommerce
40,0.0,,Germany,ECOM_14,,,,Female,,,76.15,,,,,,Cash on Delivery,,Sports,762.72,,,,,,,,23,,2024-08-26,6686,Sophia Anderson,Ecommerce
55,1.0,,Brazil,ECOM_85,,,,Female,,,71.31,,,,,,Credit Card,,Toys,697.4,,,,,,,,8,,2024-11-13,25716,Isabella Allen,Ecommerce
47,1.0,,Australia,ECOM_42,,,,Male,,,97.62,,,,,,UPI,,Sports,674.63,,,,,,,,14,,2024-05-11,841,Noah Clark,Ecommerce
48,0.0,,India,ECOM_69,,,,Female,,,51.37,,,,,,Debit Card,,Electronics,339.99,,,,,,,,9,,2024-04-18,28436,Olivia Thompson,Ecommerce
61,0.0,,India,ECOM_75,,,,Male,,,82.98,,,,,,PayPal,,Sports,926.18,,,,,,,,8,,2024-07-25,553,Noah Anderson,Ecommerce
39,0.0,,Japan,ECOM_23,,,,Female,,,83.13,,,,,,Credit Card,,Home & Kitchen,116.28,,,,,,,,28,,2024-06-19,11707,Ava Allen,Ecommerce
60,0.0,,France,ECOM_51,,,,Female,,,105.36,,,,,,Debit Card,,Sports,221.29,,,,,,,,60,,2023-12-13,47889,Emma Anderson,Ecommerce
29,1.0,,Australia,ECOM_99,,,,Male,,,35.75,,,,,,PayPal,,Home & Kitchen,629.76,,,,,,,,36,,2024-11-11,12783,Oliver Rodriguez,Ecommerce
53,1.0,,Canada,ECOM_8,,,,Female,,,116.23,,,,,,Net Banking,,Grocery,67.49,,,,,,,,8,,2024-05-20,21960,Olivia Allen,Ecommerce
36,0.0,,Australia,ECOM_53,,,,Female,,,62.4,,,,,,UPI,,Toys,137.8,,,,,,,,42,,2023-08-23,21620,Ava Lewis,Ecommerce
37,1.0,,UK,ECOM_93,,,,Female,,,84.89,,,,,,Cash on Delivery,,Home & Kitchen,797.6,,,,,,,,29,,2024-09-14,30301,Isabella Thompson,Ecommerce
37,0.0,,Mexico,ECOM_71,,,,Male,,,85.61,,,,,,Debit Card,,Electronics,198.87,,,,,,,,32,,2023-08-18,31623,Elijah Rodriguez,Ecommerce
41,1.0,,France,ECOM_10,,,,Male,,,64.71,,,,,,Cash on Delivery,,Sports,680.8,,,,,,,,60,,2024-10-15,19355,Liam Allen,Ecommerce
26,1.0,,Brazil,ECOM_3,,,,Male,,,119.35,,,,,,Cash on Delivery,,Clothing,905.97,,,,,,,,3,,2023-11-27,25733,Elijah Thompson,Ecommerce
59,1.0,,Australia,ECOM_19,,,,Male,,,61.43,,,,,,Credit Card,,Toys,943.75,,,,,,,,55,,2025-01-03,29794,James Thompson,Ecommerce
42,0.0,,Brazil,ECOM_37,,,,Female,,,97.72,,,,,,Debit Card,,Books,500.42,,,,,,,,51,,2024-05-10,13124,Olivia Rodriguez,Ecommerce
26,1.0,,UK,ECOM_52,,,,Female,,,64.52,,,,,,UPI,,Electronics,53.47,,,,,,,,48,,2025-02-20,23123,Sophia Thompson,Ecommerce
41,0.0,,USA,ECOM_25,,,,Female,,,26.23,,,,,,Cash on Delivery,,Toys,946.19,,,,,,,,43,,2024-06-25,10116,Sophia Lewis,Ecommerce
30,0.0,,France,ECOM_15,,,,Female,,,94.95,,,,,,Credit Card,,Electronics,187.57,,,,,,,,49,,2024-05-14,12388,Ava Thompson,Ecommerce
48,0.0,,Australia,ECOM_38,,,,Male,,,85.75,,,,,,PayPal,,Clothing,927.8,,,,,,,,28,,2023-04-06,31197,Elijah Clark,Ecommerce
70,1.0,,USA,ECOM_86,,,,Male,,,70.14,,,,,,Debit Card,,Home & Kitchen,992.65,,,,,,,,59,,2023-04-05,5321,James Walker,Ecommerce
60,0.0,,Mexico,ECOM_22,,,,Male,,,87.33,,,,,,Credit Card,,Electronics,305.27,,,,,,,,26,,2024-08-05,10821,Noah White,Ecommerce
54,0.0,,France,ECOM_33,,,,Female,,,52.7,,,,,,Debit Card,,Toys,345.9,,,,,,,,48,,2023-09-19,8209,Isabella White,Ecommerce
24,1.0,,Germany,ECOM_38,,,,Male,,,60.35,,,,,,PayPal,,Electronics,802.45,,,,,,,,58,,2023-05-19,12831,Elijah Clark,Ecommerce
68,1.0,,Canada,ECOM_99,,,,Male,,,70.53,,,,,,Net Banking,,Electronics,333.75,,,,,,,,25,,2024-07-09,49743,Oliver Rodriguez,Ecommerce
65,0.0,,Germany,ECOM_57,,,,Female,,,23.87,,,,,,PayPal,,Beauty,219.74,,,,,,,,49,,2023-05-02,37135,Isabella Hall,Ecommerce
38,1.0,,UK,ECOM_86,,,,Male,,,92.46,,,,,,Cash on Delivery,,Sports,608.01,,,,,,,,67,,2025-02-17,25319,James Walker,Ecommerce
64,1.0,,Japan,ECOM_68,,,,Male,,,59.75,,,,,,Debit Card,,Electronics,96.43,,,,,,,,61,,2023-12-13,45213,Oliver Harris,Ecommerce
39,0.0,,France,ECOM_58,,,,Male,,,28.53,,,,,,Credit Card,,Electronics,922.3,,,,,,,,35,,2024-06-24,10487,Oliver Anderson,Ecommerce
37,1.0,,USA,ECOM_12,,,,Female,,,30.03,,,,,,Debit Card,,Home & Kitchen,951.38,,,,,,,,52,,2024-02-25,43141,Sophia Allen,Ecommerce
62,0.0,,Mexico,ECOM_96,,,,Male,,,43.3,,,,,,Debit Card,,Electronics,667.21,,,,,,,,45,,2024-09-12,49559,James Rodriguez,Ecommerce
35,1.0,,France,ECOM_8,,,,Female,,,98.53,,,,,,Net Banking,,Clothing,978.03,,,,,,,,4,,2024-03-11,12020,Olivia Allen,Ecommerce
66,0.0,,France,ECOM_57,,,,Female,,,72.36,,,,,,Cash on Delivery,,Home & Kitchen,320.71,,,,,,,,43,,2024-04-27,4783,Isabella Hall,Ecommerce
54,0.0,,Brazil,ECOM_49,,,,Male,,,28.89,,,,,,Debit Card,,Electronics,687.19,,,,,,,,54,,2024-12-14,24426,Liam Rodriguez,Ecommerce
25,1.0,,Canada,ECOM_83,,,,Female,,,22.71,,,,,,Credit Card,,Home & Kitchen,379.42,,,,,,,,12,,2023-04-28,32298,Emma Thompson,Ecommerce
34,0.0,,Japan,ECOM_69,,,,Female,,,89.2,,,,,,Debit Card,,Clothing,85.86,,,,,,,,52,,2025-02-04,8673,Olivia Thompson,Ecommerce
39,0.0,,Brazil,ECOM_95,,,,Female,,,72.52,,,,,,UPI,,Books,979.46,,,,,,,,15,,2024-07-21,1767,Ava White,Ecommerce
60,1.0,,UK,ECOM_75,,,,Male,,,89.71,,,,,,Net Banking,,Grocery,436.65,,,,,,,,16,,2024-07-14,29487,Noah Anderson,Ecommerce
34,0.0,,USA,ECOM_7,,,,Male,,,51.47,,,,,,UPI,,Home & Kitchen,895.39,,,,,,,,44,,2024-07-03,32720,Oliver Clark,Ecommerce
62,1.0,,Canada,ECOM_4,,,,Male,,,43.01,,,,,,Cash on Delivery,,Books,560.97,,,,,,,,50,,2024-10-17,27199,Elijah White,Ecommerce
33,1.0,,Australia,ECOM_41,,,,Male,,,47.69,,,,,,Credit Card,,Grocery,64.89,,,,,,,,22,,2024-12-25,7920,Liam Hall,Ecommerce
45,1.0,,USA,ECOM_52,,,,Female,,,67.81,,,,,,Debit Card,,Sports,868.72,,,,,,,,30,,2023-04-07,23489,Sophia Thompson,Ecommerce
27,0.0,,Germany,ECOM_33,,,,Female,,,22.72,,,,,,UPI,,Grocery,771.25,,,,,,,,34,,2024-11-15,42259,Isabella White,Ecommerce
63,0.0,,Canada,ECOM_3,,,,Male,,,46.47,,,,,,Credit Card,,Electronics,884.44,,,,,,,,29,,2023-03-20,27644,Elijah Thompson,Ecommerce
45,0.0,,Japan,ECOM_32,,,,Male,,,52.13,,,,,,PayPal,,Home & Kitchen,155.71,,,,,,,,60,,2024-11-14,44348,Noah Thompson,Ecommerce
63,0.0,,Japan,ECOM_52,,,,Female,,,65.96,,,,,,Debit Card,,Grocery,803.53,,,,,,,,32,,2024-06-09,2699,Sophia Thompson,Ecommerce
29,0.0,,Australia,ECOM_41,,,,Male,,,118.42,,,,,,PayPal,,Beauty,842.08,,,,,,,,5,,2024-08-17,29432,Liam Hall,Ecommerce
66,1.0,,USA,ECOM_66,,,,Female,,,71.06,,,,,,PayPal,,Home & Kitchen,859.58,,,,,,,,11,,2024-07-21,13938,Emma Hall,Ecommerce
32,1.0,,Germany,ECOM_82,,,,Male,,,59.09,,,,,,Net Banking,,Toys,62.19,,,,,,,,16,,2023-09-17,11653,Oliver Walker,Ecommerce
40,0.0,,Brazil,ECOM_43,,,,Female,,,38.68,,,,,,UPI,,Toys,960.4,,,,,,,,53,,2025-03-03,5857,Ava Anderson,Ecommerce
39,1.0,,Brazil,ECOM_39,,,,Male,,,56.5,,,,,,Cash on Delivery,,Toys,281.11,,,,,,,,51,,2025-03-08,31309,Noah Walker,Ecommerce
36,1.0,,Germany,ECOM_76,,,,Female,,,72.28,,,,,,PayPal,,Electronics,934.06,,,,,,,,65,,2024-02-12,20847,Ava Walker,Ecommerce
19,1.0,,Mexico,ECOM_2,,,,Female,,,29.46,,,,,,UPI,,Electronics,996.26,,,,,,,,50,,2024-12-24,3028,Sophia Hall,Ecommerce
40,1.0,,Mexico,ECOM_44,,,,Male,,,80.15,,,,,,Debit Card,,Toys,765.77,,,,,,,,20,,2023-09-22,31099,Elijah Anderson,Ecommerce
36,1.0,,Canada,ECOM_63,,,,Male,,,58.43,,,,,,Net Banking,,Sports,565.97,,,,,,,,49,,2024-02-09,16791,James White,Ecommerce
53,0.0,,Mexico,ECOM_85,,,,Female,,,38.32,,,,,,Debit Card,,Electronics,397.62,,,,,,,,11,,2024-01-03,38552,Isabella Allen,Ecommerce
29,0.0,,India,ECOM_53,,,,Female,,,36.94,,,,,,Net Banking,,Toys,144.24,,,,,,,,20,,2024-04-03,2629,Ava Lewis,Ecommerce
62,0.0,,Canada,ECOM_12,,,,Female,,,53.14,,,,,,Net Banking,,Home & Kitchen,126.46,,,,,,,,28,,2023-09-20,37475,Sophia Allen,Ecommerce
69,1.0,,France,ECOM_88,,,,Male,,,52.74,,,,,,Cash on Delivery,,Books,501.88,,,,,,,,42,,2024-09-10,46616,James Anderson,Ecommerce
25,0.0,,USA,ECOM_47,,,,Female,,,104.31,,,,,,Debit Card,,Home & Kitchen,972.24,,,,,,,,9,,2023-11-28,35067,Sophia White,Ecommerce
34,0.0,,Japan,ECOM_89,,,,Female,,,75.99,,,,,,Cash on Delivery,,Beauty,471.49,,,,,,,,50,,2023-12-17,1221,Sophia Rodriguez,Ecommerce
22,0.0,,Brazil,ECOM_81,,,,Male,,,75.66,,,,,,Cash on Delivery,,Books,325.45,,,,,,,,63,,2024-05-23,15252,Noah Rodriguez,Ecommerce
29,0.0,,USA,ECOM_20,,,,Female,,,40.7,,,,,,PayPal,,Books,117.89,,,,,,,,12,,2023-12-02,30161,Emma Clark,Ecommerce
23,1.0,,Mexico,ECOM_27,,,,Female,,,98.48,,,,,,Cash on Delivery,,Sports,270.65,,,,,,,,40,,2024-12-24,26181,Emma White,Ecommerce
61,0.0,,Mexico,ECOM_18,,,,Male,,,38.03,,,,,,UPI,,Toys,652.34,,,,,,,,27,,2024-12-25,37287,Noah Lewis,Ecommerce
59,0.0,,Australia,ECOM_16,,,,Female,,,81.51,,,,,,Debit Card,,Beauty,9.3,,,,,,,,26,,2023-12-08,49603,Emma Walker,Ecommerce
67,1.0,,France,ECOM_44,,,,Male,,,27.88,,,,,,Debit Card,,Toys,410.47,,,,,,,,25,,2025-02-28,18853,Elijah Anderson,Ecommerce
18,1.0,,Brazil,ECOM_83,,,,Female,,,109.83,,,,,,Credit Card,,Sports,86.35,,,,,,,,38,,2023-04-22,30804,Emma Thompson,Ecommerce
44,0.0,,Canada,ECOM_2,,,,Female,,,43.28,,,,,,UPI,,Books,783.67,,,,,,,,63,,2024-06-15,17672,Sophia Hall,Ecommerce
35,0.0,,Brazil,ECOM_69,,,,Female,,,87.67,,,,,,Net Banking,,Toys,475.03,,,,,,,,35,,2024-02-09,8407,Olivia Thompson,Ecommerce
25,0.0,,Canada,ECOM_24,,,,Female,,,85.08,,,,,,PayPal,,Toys,661.24,,,,,,,,30,,2023-09-25,22387,Sophia Walker,Ecommerce
42,1.0,,Germany,ECOM_43,,,,Female,,,86.95,,,,,,Cash on Delivery,,Home & Kitchen,655.28,,,,,,,,67,,2024-09-25,34764,Ava Anderson,Ecommerce
62,1.0,,Brazil,ECOM_86,,,,Male,,,103.99,,,,,,UPI,,Beauty,953.68,,,,,,,,61,,2023-07-21,9191,James Walker,Ecommerce
34,0.0,,UK,ECOM_24,,,,Female,,,41.93,,,,,,Debit Card,,Home & Kitchen,534.49,,,,,,,,27,,2023-05-22,34542,Sophia Walker,Ecommerce
20,1.0,,USA,ECOM_60,,,,Male,,,50.91,,,,,,Debit Card,,Sports,260.93,,,,,,,,57,,2023-07-23,45669,James Hall,Ecommerce
58,0.0,,Australia,ECOM_49,,,,Male,,,54.18,,,,,,Debit Card,,Home & Kitchen,450.78,,,,,,,,28,,2023-05-07,44263,Liam Rodriguez,Ecommerce
53,1.0,,Canada,ECOM_41,,,,Male,,,75.6,,,,,,Debit Card,,Electronics,637.4,,,,,,,,31,,2023-07-01,23644,Liam Hall,Ecommerce
45,1.0,,India,ECOM_2,,,,Female,,,67.2,,,,,,Net Banking,,Home & Kitchen,823.03,,,,,,,,3,,2024-11-01,39814,Sophia Hall,Ecommerce
50,1.0,,Germany,ECOM_26,,,,Male,,,70.58,,,,,,Cash on Delivery,,Toys,30.01,,,,,,,,66,,2023-09-26,8216,Noah Harris,Ecommerce
46,0.0,,USA,ECOM_83,,,,Female,,,118.94,,,,,,Cash on Delivery,,Books,566.15,,,,,,,,24,,2023-08-16,7887,Emma Thompson,Ecommerce
30,1.0,,USA,ECOM_55,,,,Male,,,33.07,,,,,,Net Banking,,Clothing,950.99,,,,,,,,25,,2024-07-23,17210,Liam Anderson,Ecommerce
35,1.0,,France,ECOM_52,,,,Female,,,49.46,,,,,,UPI,,Electronics,194.05,,,,,,,,44,,2025-01-18,25324,Sophia Thompson,Ecommerce
59,0.0,,USA,ECOM_88,,,,Male,,,52.06,,,,,,Cash on Delivery,,Toys,936.11,,,,,,,,55,,2023-03-09,2153,James Anderson,Ecommerce
56,1.0,,UK,ECOM_20,,,,Female,,,105.09,,,,,,Credit Card,,Toys,930.46,,,,,,,,43,,2024-08-04,13879,Emma Clark,Ecommerce
40,1.0,,Canada,ECOM_35,,,,Female,,,108.0,,,,,,UPI,,Electronics,604.75,,,,,,,,29,,2024-12-09,7001,Isabella Walker,Ecommerce
36,1.0,,India,ECOM_60,,,,Male,,,97.78,,,,,,Net Banking,,Toys,617.82,,,,,,,,22,,2023-03-18,43558,James Hall,Ecommerce
43,0.0,,Brazil,ECOM_20,,,,Female,,,55.81,,,,,,Credit Card,,Clothing,705.5,,,,,,,,43,,2025-02-09,11147,Emma Clark,Ecommerce
29,0.0,,France,ECOM_4,,,,Male,,,46.61,,,,,,UPI,,Clothing,657.4,,,,,,,,69,,2023-11-22,23353,Elijah White,Ecommerce
59,1.0,,UK,ECOM_85,,,,Female,,,70.21,,,,,,PayPal,,Clothing,988.79,,,,,,,,6,,2023-07-10,3892,Isabella Allen,Ecommerce
42,1.0,,Australia,ECOM_71,,,,Male,,,62.74,,,,,,Credit Card,,Home & Kitchen,708.92,,,,,,,,64,,2023-10-05,30423,Elijah Rodriguez,Ecommerce
22,1.0,,Germany,ECOM_12,,,,Female,,,76.94,,,,,,Debit Card,,Sports,331.45,,,,,,,,67,,2023-06-12,40019,Sophia Allen,Ecommerce
59,0.0,,Mexico,ECOM_47,,,,Female,,,44.24,,,,,,Cash on Delivery,,Clothing,515.68,,,,,,,,37,,2024-12-01,30233,Sophia White,Ecommerce
66,0.0,,Germany,ECOM_34,,,,Male,,,53.43,,,,,,Cash on Delivery,,Home & Kitchen,992.02,,,,,,,,69,,2023-07-23,48779,Noah Hall,Ecommerce
55,0.0,,Germany,ECOM_13,,,,Female,,,62.29,,,,,,Credit Card,,Sports,575.37,,,,,,,,13,,2024-06-27,2186,Sophia Harris,Ecommerce
56,0.0,,Australia,ECOM_20,,,,Female,,,93.91,,,,,,PayPal,,Home & Kitchen,784.76,,,,,,,,10,,2024-01-26,43887,Emma Clark,Ecommerce
68,0.0,,France,ECOM_88,,,,Male,,,60.35,,,,,,PayPal,,Beauty,196.4,,,,,,,,22,,2024-08-14,19620,James Anderson,Ecommerce
41,0.0,,UK,ECOM_47,,,,Female,,,86.64,,,,,,PayPal,,Sports,456.76,,,,,,,,62,,2023-10-04,9257,Sophia White,Ecommerce
55,1.0,,Germany,ECOM_24,,,,Female,,,47.2,,,,,,Net Banking,,Grocery,303.62,,,,,,,,40,,2023-11-17,24586,Sophia Walker,Ecommerce
38,0.0,,Japan,ECOM_44,,,,Male,,,43.8,,,,,,Cash on Delivery,,Sports,742.08,,,,,,,,60,,2023-04-26,21015,Elijah Anderson,Ecommerce
69,0.0,,Australia,ECOM_70,,,,Female,,,60.79,,,,,,PayPal,,Sports,786.76,,,,,,,,63,,2024-02-20,3052,Isabella Lewis,Ecommerce
39,0.0,,Brazil,ECOM_47,,,,Female,,,27.25,,,,,,UPI,,Clothing,58.88,,,,,,,,21,,2024-07-31,1900,Sophia White,Ecommerce
55,0.0,,Japan,ECOM_41,,,,Male,,,40.98,,,,,,UPI,,Beauty,68.72,,,,,,,,46,,2024-09-29,49653,Liam Hall,Ecommerce
56,0.0,,Brazil,ECOM_11,,,,Male,,,44.27,,,,,,UPI,,Beauty,224.65,,,,,,,,36,,2025-02-15,48208,James Clark,Ecommerce
52,1.0,,USA,ECOM_24,,,,Female,,,82.26,,,,,,Credit Card,,Electronics,527.57,,,,,,,,53,,2023-10-02,10444,Sophia Walker,Ecommerce
63,0.0,,Canada,ECOM_72,,,,Female,,,53.01,,,,,,Cash on Delivery,,Electronics,344.84,,,,,,,,7,,2023-08-01,39202,Olivia Clark,Ecommerce
30,1.0,,Germany,ECOM_47,,,,Female,,,108.69,,,,,,Debit Card,,Grocery,160.87,,,,,,,,58,,2023-12-22,5061,Sophia White,Ecommerce
68,0.0,,India,ECOM_15,,,,Female,,,47.08,,,,,,Debit Card,,Home & Kitchen,549.88,,,,,,,,64,,2024-03-26,38314,Ava Thompson,Ecommerce
55,0.0,,Japan,ECOM_60,,,,Male,,,88.2,,,,,,Net Banking,,Electronics,949.5,,,,,,,,34,,2024-07-20,10492,James Hall,Ecommerce
43,0.0,,Mexico,ECOM_61,,,,Female,,,23.33,,,,,,PayPal,,Toys,917.71,,,,,,,,18,,2023-11-22,26707,Emma Harris,Ecommerce
49,0.0,,Australia,ECOM_79,,,,Male,,,98.63,,,,,,PayPal,,Beauty,724.12,,,,,,,,67,,2024-10-11,11988,Elijah Allen,Ecommerce
66,1.0,,Australia,ECOM_17,,,,Female,,,66.23,,,,,,Cash on Delivery,,Toys,138.8,,,,,,,,45,,2025-01-05,38945,Olivia Harris,Ecommerce
43,0.0,,Brazil,ECOM_46,,,,Female,,,61.77,,,,,,Credit Card,,Beauty,277.58,,,,,,,,15,,2025-01-13,25999,Isabella Anderson,Ecommerce
33,1.0,,Australia,ECOM_63,,,,Male,,,110.96,,,,,,Cash on Delivery,,Books,145.92,,,,,,,,61,,2024-09-23,43820,James White,Ecommerce
31,0.0,,UK,ECOM_7,,,,Male,,,65.39,,,,,,UPI,,Grocery,81.03,,,,,,,,21,,2024-10-23,983,Oliver Clark,Ecommerce
56,0.0,,Germany,ECOM_74,,,,Male,,,53.49,,,,,,Credit Card,,Electronics,811.12,,,,,,,,38,,2023-07-26,20113,James Harris,Ecommerce
45,0.0,,Canada,ECOM_38,,,,Male,,,57.11,,,,,,PayPal,,Beauty,125.54,,,,,,,,22,,2024-01-08,7055,Elijah Clark,Ecommerce
54,0.0,,Germany,ECOM_80,,,,Male,,,31.81,,,,,,UPI,,Books,764.56,,,,,,,,31,,2023-05-02,25870,James Allen,Ecommerce
67,0.0,,Brazil,ECOM_31,,,,Male,,,97.59,,,,,,UPI,,Toys,159.22,,,,,,,,32,,2024-08-09,14479,James Lewis,Ecommerce
59,1.0,,France,ECOM_88,,,,Male,,,70.53,,,,,,Debit Card,,Clothing,53.68,,,,,,,,62,,2024-10-16,18035,James Anderson,Ecommerce
19,0.0,,Japan,ECOM_5,,,,Female,,,87.88,,,,,,Credit Card,,Beauty,977.79,,,,,,,,20,,2024-07-09,15332,Ava Harris,Ecommerce
64,1.0,,UK,ECOM_49,,,,Male,,,41.35,,,,,,Credit Card,,Beauty,252.32,,,,,,,,27,,2023-11-19,10977,Liam Rodriguez,Ecommerce
37,0.0,,Australia,ECOM_98,,,,Male,,,26.03,,,,,,Debit Card,,Beauty,356.86,,,,,,,,53,,2024-03-18,30179,Liam White,Ecommerce
32,0.0,,UK,ECOM_48,,,,Female,,,114.31,,,,,,PayPal,,Home & Kitchen,76.26,,,,,,,,55,,2024-04-24,22915,Isabella Harris,Ecommerce
48,1.0,,India,ECOM_80,,,,Male,,,91.55,,,,,,Cash on Delivery,,Home & Kitchen,707.16,,,,,,,,30,,2023-03-13,4327,James Allen,Ecommerce
32,0.0,,France,ECOM_79,,,,Male,,,84.04,,,,,,Credit Card,,Sports,159.48,,,,,,,,66,,2025-01-16,5185,Elijah Allen,Ecommerce
55,1.0,,Japan,ECOM_59,,,,Male,,,80.4,,,,,,PayPal,,Books,851.32,,,,,,,,16,,2024-04-24,23055,Oliver Hall,Ecommerce
56,1.0,,Japan,ECOM_23,,,,Female,,,37.5,,,,,,Net Banking,,Toys,940.96,,,,,,,,35,,2023-08-16,5982,Ava Allen,Ecommerce
